_id	volumeNumber	year
6146	27	2004
6147	27	2004
6148	29	2005
6149	52	2010
6150	29	2005
6151	30	2005
6152	29	2005
6153	33	2006
6154	51	2010
6155	49	2010
6156	54	2011
6157	53	2011
6158	28	2004
6159	22	2001
6160	42	2008
6161	25	2003
6162	53	2011
6163	33	2006
6164	22	2001
6165	42	2008
6166	37	2007
6167	38	2007
6168	27	2004
6169	35	2006
6170	30	2005
6171	24	2002
6172	39	2007
6173	32	2005
6174	37	2007
6175	27	2004
6176	39	2007
6177	28	2004
6178	68	2015
6179	50	2010
6180	25	2003
6181	19	2000
6182	43	2008
6183	67	2015
6184	35	2006
6185	63	2013
6186	24	2002
6187	40	2007
6188	45	2009
6189	21	2001
6190	19	2000
6191	44	2008
6192	22	2001
6193	23	2002
6194	26	2003
6195	55	2011
6196	56	2011
6197	34	2006
6198	27	2004
6199	45	2009
6200	28	2004
6201	38	2007
6202	61	2013
6203	45	2009
6204	45	2009
6205	23	2002
6206	23	2002
6207	48	2009
6208	25	2003
6209	25	2003
6210	52	2010
6211	53	2011
6212	34	2006
6213	51	2010
6214	33	2006
6215	25	2003
6216	54	2011
6217	25	2003
6218	20	2000
6219	26	2003
6220	39	2007
6221	56	2011
6222	23	2002
6223	34	2006
6224	49	2010
6225	25	2003
6226	19	2000
6227	57	2012
6228	66	2014
6229	49	2010
6230	25	2003
6231	39	2007
6232	45	2009
6233	39	2007
6234	22	2001
6235	19	2000
6236	37	2007
6237	30	2005
6238	23	2002
6239	53	2011
6240	27	2004
6241	46	2009
6242	25	2003
6243	38	2007
6244	27	2004
6245	28	2004
6246	57	2012
6247	48	2009
6248	47	2009
6249	39	2007
6250	56	2011
6251	61	2013
6252	25	2003
6253	60	2012
6254	22	2001
6255	38	2007
6256	26	2003
6257	28	2004
6258	39	2007
6259	40	2007
6260	48	2009
6261	27	2004
6262	19	2000
6263	68	2015
6264	35	2006
6265	42	2008
6266	26	2003
6267	19	2000
6268	24	2002
6269	21	2001
6270	36	2006
6271	46	2009
6272	35	2006
6273	44	2008
6274	68	2015
6275	24	2002
6276	22	2001
6277	25	2003
6278	50	2010
6279	43	2008
6280	46	2009
6281	20	2000
6282	67	2015
6283	22	2001
6284	28	2004
6285	34	2006
6286	37	2007
6287	23	2002
6288	21	2001
6289	49	2010
6290	56	2011
6291	68	2015
6292	50	2010
6293	47	2009
6294	68	2015
6295	62	2013
6296	21	2001
6297	38	2007
6298	42	2008
6299	40	2007
6300	19	2000
6301	27	2004
6302	23	2002
6303	55	2011
6304	28	2004
6305	53	2011
6306	22	2001
6307	21	2001
6308	26	2003
6309	28	2004
6310	39	2007
6311	27	2004
6312	26	2003
6313	60	2012
6314	34	2006
6315	34	2006
6316	38	2007
6317	57	2012
6318	36	2006
6319	65	2014
6320	19	2000
6321	50	2010
6322	21	2001
6323	49	2010
6324	39	2007
6325	57	2012
6326	55	2011
6327	49	2010
6328	56	2011
6329	34	2006
6330	30	2005
6331	38	2007
6332	25	2003
6333	57	2012
6334	33	2006
6335	33	2006
6336	42	2008
6337	20	2000
6338	19	2000
6339	44	2008
6340	39	2007
6341	20	2000
6342	61	2013
6343	42	2008
6344	26	2003
6345	68	2015
6346	26	2003
6347	39	2007
6348	66	2014
6349	51	2010
6350	55	2011
6351	31	2005
6352	53	2011
6353	49	2010
6354	47	2009
6355	20	2000
6356	49	2010
6357	25	2003
6358	48	2009
6359	24	2002
6360	60	2012
6361	22	2001
6362	22	2001
6363	48	2009
6364	36	2006
6365	29	2005
6366	21	2001
6367	29	2005
6368	25	2003
6369	19	2000
6370	24	2002
6371	54	2011
6372	56	2011
6373	43	2008
6374	37	2007
6375	28	2004
6376	22	2001
6377	37	2007
6378	54	2011
6379	22	2001
6380	41	2008
6381	56	2011
6382	47	2009
6383	65	2014
6384	57	2012
6385	68	2015
6386	24	2002
6387	20	2000
6388	40	2007
6389	20	2000
6390	24	2002
6391	24	2002
6392	23	2002
6393	58	2012
6394	27	2004
6395	25	2003
6396	66	2014
6397	29	2005
6398	50	2010
6399	23	2002
6400	68	2015
6401	34	2006
6402	44	2008
6403	22	2001
6404	52	2010
6405	31	2005
6406	30	2005
6407	33	2006
6408	19	2000
6409	32	2005
6410	44	2008
6411	42	2008
6412	54	2011
6413	45	2009
6414	40	2007
6415	60	2012
6416	48	2009
6417	52	2010
6418	59	2012
6419	47	2009
6420	49	2010
6421	64	2014
6422	51	2010
6423	28	2004
6424	28	2004
6425	51	2010
6426	45	2009
6427	52	2010
6428	42	2008
6429	49	2010
6430	23	2002
6431	20	2000
6432	32	2005
6433	19	2000
6434	34	2006
6435	55	2011
6436	44	2008
6437	58	2012
6438	65	2014
6439	46	2009
6440	27	2004
6441	21	2001
6442	27	2004
6443	50	2010
6444	21	2001
6445	51	2010
6446	20	2000
6447	41	2008
6448	46	2009
6449	57	2012
6450	36	2006
6451	61	2013
6452	38	2007
6453	21	2001
6454	42	2008
6455	20	2000
6456	50	2010
6457	53	2011
6458	31	2005
6459	59	2012
6460	51	2010
6461	21	2001
6462	55	2011
6463	23	2002
6464	54	2011
6465	42	2008
6466	50	2010
6467	27	2004
6468	20	2000
6469	38	2007
6470	46	2009
6471	60	2012
6472	35	2006
6473	25	2003
6474	38	2007
6475	61	2013
6476	24	2002
6477	23	2002
6478	63	2013
6479	30	2005
6480	48	2009
6481	39	2007
6482	53	2011
6483	55	2011
6484	68	2015
6485	19	2000
6486	23	2002
6487	25	2003
6488	39	2007
6489	23	2002
6490	21	2001
6491	34	2006
6492	46	2009
6493	22	2001
6494	19	2000
6495	50	2010
6496	42	2008
6497	47	2009
6498	53	2011
6499	24	2002
6500	25	2003
6501	31	2005
6502	26	2003
6503	26	2003
6504	58	2012
6505	21	2001
6506	66	2014
6507	21	2001
6508	63	2013
6509	44	2008
6510	54	2011
6511	38	2007
6512	26	2003
6513	20	2000
6514	51	2010
6515	52	2010
6516	56	2011
6517	22	2001
6518	53	2011
6519	45	2009
6520	24	2002
6521	41	2008
6522	19	2000
6523	46	2009
6524	29	2005
6525	45	2009
6526	20	2000
6527	33	2006
6528	42	2008
6529	44	2008
6530	36	2006
6531	54	2011
6532	22	2001
6533	68	2015
6534	32	2005
6535	38	2007
6536	66	2014
6537	59	2012
6538	27	2004
6539	21	2001
6540	49	2010
6541	25	2003
6542	67	2015
6543	28	2004
6544	38	2007
6545	39	2007
6546	67	2015
6547	22	2001
6548	31	2005
6549	19	2000
6550	41	2008
6551	65	2014
6552	54	2011
6553	64	2014
6554	24	2002
6555	27	2004
6556	47	2009
6557	21	2001
6558	22	2001
6559	28	2004
6560	46	2009
6561	23	2002
6562	44	2008
6563	46	2009
6564	34	2006
6565	38	2007
6566	23	2002
6567	52	2010
6568	21	2001
6569	28	2004
6570	28	2004
6571	28	2004
6572	24	2002
6573	21	2001
6574	45	2009
6575	37	2007
6576	40	2007
6577	61	2013
6578	25	2003
6579	21	2001
6580	35	2006
6581	36	2006
6582	59	2012
6583	33	2006
6584	24	2002
6585	23	2002
6586	19	2000
6587	50	2010
6588	23	2002
6589	26	2003
6590	38	2007
6591	25	2003
6592	52	2010
6593	62	2013
6594	26	2003
6595	37	2007
6596	40	2007
6597	47	2009
6598	47	2009
6599	47	2009
6600	21	2001
6601	46	2009
6602	26	2003
6603	58	2012
6604	32	2005
6605	62	2013
6606	26	2003
6607	41	2008
6608	54	2011
6609	26	2003
6610	55	2011
6611	19	2000
6612	52	2010
6613	19	2000
6614	19	2000
6615	20	2000
6616	29	2005
6617	25	2003
6618	37	2007
6619	21	2001
6620	32	2005
6621	19	2000
6622	55	2011
6623	55	2011
6624	27	2004
6625	26	2003
6626	27	2004
6627	21	2001
6628	50	2010
6629	52	2010
6630	24	2002
6631	28	2004
6632	36	2006
6633	31	2005
6634	37	2007
6635	23	2002
6636	24	2002
6637	39	2007
6638	28	2004
6639	67	2015
6640	27	2004
6641	27	2004
6642	48	2009
6643	61	2013
6644	66	2014
6645	37	2007
6646	26	2003
6647	67	2015
6648	39	2007
6649	25	2003
6650	24	2002
6651	35	2006
6652	40	2007
6653	29	2005
6654	63	2013
6655	29	2005
6656	19	2000
6657	23	2002
6658	48	2009
6659	40	2007
6660	28	2004
6661	33	2006
6662	46	2009
6663	43	2008
6664	39	2007
6665	65	2014
6666	36	2006
6667	21	2001
6668	50	2010
6669	22	2001
6670	62	2013
6671	48	2009
6672	28	2004
6673	20	2000
6674	25	2003
6675	19	2000
6676	31	2005
6677	22	2001
6678	44	2008
6679	28	2004
6680	63	2013
6681	42	2008
6682	24	2002
6683	66	2014
6684	47	2009
6685	21	2001
6686	40	2007
6687	22	2001
6688	49	2010
6689	24	2002
6690	28	2004
6691	24	2002
6692	27	2004
6693	20	2000
6694	48	2009
6695	20	2000
6696	21	2001
6697	39	2007
6698	55	2011
6699	46	2009
6700	21	2001
6701	21	2001
6702	48	2009
6703	20	2000
6704	22	2001
6705	54	2011
6706	64	2014
6707	55	2011
6708	43	2008
6709	60	2012
6710	24	2002
6711	25	2003
6712	23	2002
6713	20	2000
6714	66	2014
6715	60	2012
6716	62	2013
6717	32	2005
6718	56	2011
6719	32	2005
6720	67	2015
6721	20	2000
6722	41	2008
6723	36	2006
6724	49	2010
6725	51	2010
6726	20	2000
6727	51	2010
6728	20	2000
6729	67	2015
6730	27	2004
6731	26	2003
6732	51	2010
6733	30	2005
6734	64	2014
6735	33	2006
6736	55	2011
6737	26	2003
6738	46	2009
6739	63	2013
6740	21	2001
6741	53	2011
6742	23	2002
6743	40	2007
6744	27	2004
6745	54	2011
6746	57	2012
6747	36	2006
6748	43	2008
6749	41	2008
6750	58	2012
6751	22	2001
6752	27	2004
6753	24	2002
6754	55	2011
6755	37	2007
6756	49	2010
6757	47	2009
6758	23	2002
6759	43	2008
6760	25	2003
6761	20	2000
6762	45	2009
6763	26	2003
6764	61	2013
6765	42	2008
6766	52	2010
6767	59	2012
6768	58	2012
6769	44	2008
6770	19	2000
6771	48	2009
6772	24	2002
6773	54	2011
6774	67	2015
6775	26	2003
6776	20	2000
6777	45	2009
6778	24	2002
6779	39	2007
6780	54	2011
6781	53	2011
6782	34	2006
6783	33	2006
6784	47	2009
6785	28	2004
6786	65	2014
6787	61	2013
6788	24	2002
6789	19	2000
6790	36	2006
6791	44	2008
6792	24	2002
6793	30	2005
6794	53	2011
6795	26	2003
6796	41	2008
6797	65	2014
6798	48	2009
6799	45	2009
6800	22	2001
6801	26	2003
6802	26	2003
6803	51	2010
6804	41	2008
6805	33	2006
6806	58	2012
6807	25	2003
6808	19	2000
6809	67	2015
6810	44	2008
6811	22	2001
6812	24	2002
6813	38	2007
6814	49	2010
6815	28	2004
6816	44	2008
6817	60	2012
6818	35	2006
6819	27	2004
6820	61	2013
6821	23	2002
6822	39	2007
6823	47	2009
6824	66	2014
6825	50	2010
6826	19	2000
6827	67	2015
6828	26	2003
6829	29	2005
6830	62	2013
6831	27	2004
6832	41	2008
6833	41	2008
6834	48	2009
6835	50	2010
6836	25	2003
6837	34	2006
6838	30	2005
6839	40	2007
6840	47	2009
6841	38	2007
6842	48	2009
6843	23	2002
6844	46	2009
6845	43	2008
6846	30	2005
6847	20	2000
6848	22	2001
6849	45	2009
6850	31	2005
6851	20	2000
6852	20	2000
6853	28	2004
6854	63	2013
6855	58	2012
6856	30	2005
6857	60	2012
6858	25	2003
6859	21	2001
6860	42	2008
6861	64	2014
6862	24	2002
6863	23	2002
6864	31	2005
6865	30	2005
6866	28	2004
6867	46	2009
6868	38	2007
6869	66	2014
6870	37	2007
6871	57	2012
6872	47	2009
6873	56	2011
6874	27	2004
6875	41	2008
6876	43	2008
6877	26	2003
6878	41	2008
6879	68	2015
6880	19	2000
6881	51	2010
6882	66	2014
6883	34	2006
6884	28	2004
6885	34	2006
6886	21	2001
6887	48	2009
6888	22	2001
6889	34	2006
6890	33	2006
6891	21	2001
6892	33	2006
6893	21	2001
6894	23	2002
6895	66	2014
6896	21	2001
6897	22	2001
6898	51	2010
6899	31	2005
6900	30	2005
6901	26	2003
6902	67	2015
6903	46	2009
6904	27	2004
6905	53	2011
6906	51	2010
6907	30	2005
6908	52	2010
6909	31	2005
6910	59	2012
6911	34	2006
6912	21	2001
6913	27	2004
6914	60	2012
6915	25	2003
6916	42	2008
6917	43	2008
6918	19	2000
6919	21	2001
6920	19	2000
6921	43	2008
6922	55	2011
6923	37	2007
6924	43	2008
6925	58	2012
6926	48	2009
6927	25	2003
6928	33	2006
6929	42	2008
6930	65	2014
6931	26	2003
6932	48	2009
6933	45	2009
6934	61	2013
6935	22	2001
6936	26	2003
6937	38	2007
6938	52	2010
6939	23	2002
6940	68	2015
6941	46	2009
6942	26	2003
6943	51	2010
6944	50	2010
6945	32	2005
6946	54	2011
6947	65	2014
6948	65	2014
6949	26	2003
6950	27	2004
6951	21	2001
6952	20	2000
6953	20	2000
6954	26	2003
6955	28	2004
6956	27	2004
6957	29	2005
6958	24	2002
6959	55	2011
6960	54	2011
6961	26	2003
6962	61	2013
6963	56	2011
6964	32	2005
6965	25	2003
6966	22	2001
6967	36	2006
6968	41	2008
6969	63	2013
6970	25	2003
6971	58	2012
6972	36	2006
6973	56	2011
6974	40	2007
6975	37	2007
6976	52	2010
6977	57	2012
6978	64	2014
6979	19	2000
6980	45	2009
6981	43	2008
6982	24	2002
6983	20	2000
6984	25	2003
6985	44	2008
6986	49	2010
6987	22	2001
6988	27	2004
6989	32	2005
6990	50	2010
6991	54	2011
6992	33	2006
6993	25	2003
6994	24	2002
6995	27	2004
6996	40	2007
6997	28	2004
6998	64	2014
6999	33	2006
7000	66	2014
7001	42	2008
7002	26	2003
7003	36	2006
7004	37	2007
7005	46	2009
7006	43	2008
7007	36	2006
7008	36	2006
7009	46	2009
7010	27	2004
7011	23	2002
7012	21	2001
7013	26	2003
7014	24	2002
7015	37	2007
7016	48	2009
7017	31	2005
7018	23	2002
7019	56	2011
7020	32	2005
7021	65	2014
7022	61	2013
7023	25	2003
7024	66	2014
7025	46	2009
7026	23	2002
7027	21	2001
7028	28	2004
7029	25	2003
7030	26	2003
7031	32	2005
7032	57	2012
7033	51	2010
7034	56	2011
7035	19	2000
7036	60	2012
7037	25	2003
7038	21	2001
7039	48	2009
7040	34	2006
7041	31	2005
7042	31	2005
7043	64	2014
7044	49	2010
7045	62	2013
7046	41	2008
7047	28	2004
7048	23	2002
7049	19	2000
7050	66	2014
7051	62	2013
7052	32	2005
7053	19	2000
7054	40	2007
7055	58	2012
7056	36	2006
7057	19	2000
7058	49	2010
7059	33	2006
7060	50	2010
7061	26	2003
7062	30	2005
7063	24	2002
7064	64	2014
7065	26	2003
7066	28	2004
7067	24	2002
7068	20	2000
7069	53	2011
7070	30	2005
7071	23	2002
7072	45	2009
7073	61	2013
7074	41	2008
7075	40	2007
7076	45	2009
7077	33	2006
7078	43	2008
7079	47	2009
7080	20	2000
7081	61	2013
7082	23	2002
7083	29	2005
7084	28	2004
7085	32	2005
7086	23	2002
7087	30	2005
7088	23	2002
7089	27	2004
7090	20	2000
7091	63	2013
7092	20	2000
7093	32	2005
7094	26	2003
7095	57	2012
7096	36	2006
7097	28	2004
7098	39	2007
7099	47	2009
7100	24	2002
7101	24	2002
7102	23	2002
7103	63	2013
7104	33	2006
7105	38	2007
7106	31	2005
7107	25	2003
7108	32	2005
7109	27	2004
7110	19	2000
7111	22	2001
7112	45	2009
7113	52	2010
7114	48	2009
7115	53	2011
7116	28	2004
7117	41	2008
7118	19	2000
7119	19	2000
7120	19	2000
7121	22	2001
7122	24	2002
7123	42	2008
7124	21	2001
7125	27	2004
7126	33	2006
7127	44	2008
7128	51	2010
7129	19	2000
7130	35	2006
7131	37	2007
7132	32	2005
7133	44	2008
7134	21	2001
7135	55	2011
7136	21	2001
7137	65	2014
7138	48	2009
7139	48	2009
7140	44	2008
7141	51	2010
7142	43	2008
7143	37	2007
7144	22	2001
7145	62	2013
7146	45	2009
7147	19	2000
7148	29	2005
7149	23	2002
7150	21	2001
7151	24	2002
7152	42	2008
7153	31	2005
7154	19	2000
7155	35	2006
7156	50	2010
7157	20	2000
7158	52	2010
7159	19	2000
7160	64	2014
7161	49	2010
7162	20	2000
7163	43	2008
7164	62	2013
7165	64	2014
7166	23	2002
7167	21	2001
7168	48	2009
7169	60	2012
7170	24	2002
7171	19	2000
7172	54	2011
7173	24	2002
7174	35	2006
7175	26	2003
7176	66	2014
7177	47	2009
7178	26	2003
7179	25	2003
7180	43	2008
7181	30	2005
7182	22	2001
7183	21	2001
7184	44	2008
7185	42	2008
7186	21	2001
7187	25	2003
7188	45	2009
7189	29	2005
7190	40	2007
7191	27	2004
7192	27	2004
7193	58	2012
7194	52	2010
7195	25	2003
7196	36	2006
7197	19	2000
7198	41	2008
7199	22	2001
7200	27	2004
7201	26	2003
7202	22	2001
7203	25	2003
7204	50	2010
7205	49	2010
7206	60	2012
7207	51	2010
7208	39	2007
7209	22	2001
7210	48	2009
7211	26	2003
7212	21	2001
7213	33	2006
7214	37	2007
7215	55	2011
7216	28	2004
7217	25	2003
7218	40	2007
7219	25	2003
7220	64	2014
7221	50	2010
7222	51	2010
7223	27	2004
7224	27	2004
7225	55	2011
7226	22	2001
7227	51	2010
7228	25	2003
7229	49	2010
7230	43	2008
7231	33	2006
7232	40	2007
7233	54	2011
7234	25	2003
7235	35	2006
7236	45	2009
7237	51	2010
7238	45	2009
7239	52	2010
7240	31	2005
7241	52	2010
7242	27	2004
7243	24	2002
7244	27	2004
7245	38	2007
7246	35	2006
7247	36	2006
7248	28	2004
7249	19	2000
7250	30	2005
7251	29	2005
7252	27	2004
7253	24	2002
7254	38	2007
7255	34	2006
7256	31	2005
7257	57	2012
7258	55	2011
7259	21	2001
7260	20	2000
7261	26	2003
7262	27	2004
7263	54	2011
7264	43	2008
7265	42	2008
7266	28	2004
7267	44	2008
7268	20	2000
7269	47	2009
7270	63	2013
7271	36	2006
7272	35	2006
7273	48	2009
7274	35	2006
7275	19	2000
7276	33	2006
7277	29	2005
7278	56	2011
7279	67	2015
7280	52	2010
7281	42	2008
7282	26	2003
7283	31	2005
7284	20	2000
7285	25	2003
7286	56	2011
7287	23	2002
7288	27	2004
7289	39	2007
7290	52	2010
7291	36	2006
7292	38	2007
7293	63	2013
7294	44	2008
7295	52	2010
7296	34	2006
7297	26	2003
7298	61	2013
7299	48	2009
7300	65	2014
7301	27	2004
7302	44	2008
7303	21	2001
7304	54	2011
7305	22	2001
7306	60	2012
7307	64	2014
7308	23	2002
7309	43	2008
7310	32	2005
7311	52	2010
7312	32	2005
7313	34	2006
7314	25	2003
7315	19	2000
7316	25	2003
7317	19	2000
7318	21	2001
7319	57	2012
7320	34	2006
7321	41	2008
7322	19	2000
7323	25	2003
7324	17	2005
7325	23	2011
7326	1	1989
7327	21	2009
7328	12	2000
7329	25	2013
7330	20	2008
7331	19	2007
7332	7	1995
7333	8	1996
7334	25	2013
7335	25	2013
7336	26	2014
7337	25	2013
7338	5	1993
7339	17	2005
7340	15	2003
7341	13	2001
7342	25	2013
7343	14	2002
7344	19	2007
7345	10	1998
7346	15	2003
7347	12	2000
7348	12	2000
7349	10	1998
7350	19	2007
7351	18	2006
7352	6	1994
7353	9	1997
7354	16	2004
7355	25	2013
7356	14	2002
7357	27	2015
7358	25	2013
7359	9	1997
7360	9	1997
7361	17	2005
7362	25	2013
7363	18	2006
7364	15	2003
7365	8	1996
7366	24	2012
7367	25	2013
7368	7	1995
7369	27	2015
7370	15	2003
7371	25	2013
7372	19	2007
7373	13	2001
7374	8	1996
7375	25	2013
7376	14	2002
7377	8	1996
7378	7	1995
7379	5	1993
7380	16	2004
7381	8	1996
7382	27	2015
7383	19	2007
7384	5	1993
7385	13	2001
7386	15	2003
7387	4	1992
7388	27	2015
7389	8	1996
7390	15	2003
7391	9	1997
7392	23	2011
7393	18	2006
7394	23	2011
7395	25	2013
7396	18	2006
7397	26	2014
7398	15	2003
7399	21	2009
7400	26	2014
7401	27	2015
7402	27	2015
7403	10	1998
7404	15	2003
7405	8	1996
7406	20	2008
7407	13	2001
7408	15	2003
7409	16	2004
7410	25	2013
7411	26	2014
7412	10	1998
7413	25	2013
7414	18	2006
7415	25	2013
7416	24	2012
7417	26	2014
7418	27	2015
7419	10	1998
7420	6	1994
7421	11	1999
7422	1	1989
7423	19	2007
7424	10	1998
7425	26	2014
7426	20	2008
7427	22	2010
7428	5	1993
7429	22	2010
7430	21	2009
7431	4	1992
7432	13	2001
7433	10	1998
7434	20	2008
7435	18	2006
7436	18	2006
7437	20	2008
7438	9	1997
7439	12	2000
7440	25	2013
7441	8	1996
7442	26	2014
7443	20	2008
7444	18	2006
7445	25	2013
7446	21	2009
7447	22	2010
7448	5	1993
7449	19	2007
7450	22	2010
7451	26	2014
7452	20	2008
7453	17	2005
7454	8	1996
7455	16	2004
7456	11	1999
7457	24	2012
7458	25	2013
7459	8	1996
7460	26	2014
7461	17	2005
7462	10	1998
7463	18	2006
7464	26	2014
7465	16	2004
7466	5	1993
7467	25	2013
7468	11	1999
7469	27	2015
7470	5	1993
7471	24	2012
7472	13	2001
7473	3	1991
7474	13	2001
7475	22	2010
7476	24	2012
7477	26	2014
7478	11	1999
7479	18	2006
7480	23	2011
7481	7	1995
7482	20	2008
7483	12	2000
7484	26	2014
7485	10	1998
7486	21	2009
7487	27	2015
7488	14	2002
7489	27	2015
7490	21	2009
7491	9	1997
7492	17	2005
7493	19	2007
7494	24	2012
7495	26	2014
7496	2	1990
7497	19	2007
7498	5	1993
7499	9	1997
7500	15	2003
7501	11	1999
7502	19	2007
7503	6	1994
7504	23	2011
7505	18	2006
7506	13	2001
7507	7	1995
7508	10	1998
7509	27	2015
7510	22	2010
7511	26	2014
7512	16	2004
7513	23	2011
7514	26	2014
7515	25	2013
7516	27	2015
7517	16	2004
7518	27	2015
7519	2	1990
7520	27	2015
7521	24	2012
7522	22	2010
7523	11	1999
7524	25	2013
7525	14	2002
7526	20	2008
7527	9	1997
7528	20	2008
7529	10	1998
7530	15	2003
7531	20	2008
7532	15	2003
7533	27	2015
7534	17	2005
7535	1	1989
7536	27	2015
7537	20	2008
7538	22	2010
7539	22	2010
7540	26	2014
7541	17	2005
7542	13	2001
7543	24	2012
7544	18	2006
7545	25	2013
7546	14	2002
7547	27	2015
7548	23	2011
7549	18	2006
7550	23	2011
7551	25	2013
7552	11	1999
7553	17	2005
7554	19	2007
7555	19	2007
7556	22	2010
7557	17	2005
7558	25	2013
7559	23	2011
7560	16	2004
7561	27	2015
7562	12	2000
7563	20	2008
7564	11	1999
7565	16	2004
7566	15	2003
7567	23	2011
7568	17	2005
7569	8	1996
7570	27	2015
7571	26	2014
7572	24	2012
7573	26	2014
7574	25	2013
7575	25	2013
7576	21	2009
7577	26	2014
7578	19	2007
7579	7	1995
7580	26	2014
7581	21	2009
7582	15	2003
7583	21	2009
7584	14	2002
7585	25	2013
7586	24	2012
7587	25	2013
7588	3	1991
7589	11	1999
7590	21	2009
7591	9	1997
7592	17	2005
7593	1	1989
7594	14	2002
7595	18	2006
7596	1	1989
7597	25	2013
7598	26	2014
7599	25	2013
7600	15	2003
7601	19	2007
7602	10	1998
7603	23	2011
7604	16	2004
7605	19	2007
7606	24	2012
7607	20	2008
7608	19	2007
7609	22	2010
7610	5	1993
7611	23	2011
7612	20	2008
7613	6	1994
7614	18	2006
7615	4	1992
7616	15	2003
7617	6	1994
7618	21	2009
7619	15	2003
7620	25	2013
7621	8	1996
7622	13	2001
7623	2	1990
7624	3	1991
7625	26	2014
7626	16	2004
7627	24	2012
7628	4	1992
7629	13	2001
7630	19	2007
7631	12	2000
7632	18	2006
7633	11	1999
7634	26	2014
7635	10	1998
7636	14	2002
7637	22	2010
7638	24	2012
7639	9	1997
7640	7	1995
7641	24	2012
7642	19	2007
7643	20	2008
7644	25	2013
7645	4	1992
7646	27	2015
7647	23	2011
7648	27	2015
7649	26	2014
7650	6	1994
7651	25	2013
7652	15	2003
7653	27	2015
7654	8	1996
7655	24	2012
7656	20	2008
7657	24	2012
7658	26	2014
7659	20	2008
7660	11	1999
7661	25	2013
7662	25	2013
7663	25	2013
7664	26	2014
7665	7	1995
7666	19	2007
7667	24	2012
7668	20	2008
7669	22	2010
7670	27	2015
7671	10	1998
7672	7	1995
7673	25	2013
7674	10	1998
7675	25	2013
7676	10	1998
7677	21	2009
7678	13	2001
7679	22	2010
7680	27	2015
7681	3	1991
7682	25	2013
7683	26	2014
7684	12	2000
7685	16	2004
7686	2	1990
7687	19	2007
7688	24	2012
7689	7	1995
7690	3	1991
7691	3	1991
7692	7	1995
7693	17	2005
7694	27	2015
7695	18	2006
7696	7	1995
7697	13	2001
7698	15	2003
7699	21	2009
7700	23	2011
7701	17	2005
7702	19	2007
7703	17	2005
7704	20	2008
7705	24	2012
7706	5	1993
7707	27	2015
7708	26	2014
7709	26	2014
7710	27	2015
7711	22	2010
7712	8	1996
7713	18	2006
7714	18	2006
7715	16	2004
7716	27	2015
7717	8	1996
7718	25	2013
7719	9	1997
7720	13	2001
7721	21	2009
7722	1	1989
7723	25	2013
7724	17	2005
7725	21	2009
7726	10	1998
7727	19	2007
7728	26	2014
7729	20	2008
7730	24	2012
7731	3	1991
7732	27	2015
7733	25	2013
7734	22	2010
7735	18	2006
7736	24	2012
7737	5	1993
7738	18	2006
7739	7	1995
7740	27	2015
7741	16	2004
7742	1	1989
7743	9	1997
7744	27	2015
7745	24	2012
7746	6	1994
7747	12	2000
7748	25	2013
7749	7	1995
7750	18	2006
7751	23	2011
7752	27	2015
7753	5	1993
7754	14	2002
7755	15	2003
7756	2	1990
7757	24	2012
7758	3	1991
7759	10	1998
7760	12	2000
7761	25	2013
7762	19	2007
7763	12	2000
7764	26	2014
7765	21	2009
7766	15	2003
7767	19	2007
7768	18	2006
7769	17	2005
7770	13	2001
7771	14	2002
7772	23	2011
7773	9	1997
7774	6	1994
7775	26	2014
7776	13	2001
7777	25	2013
7778	19	2007
7779	20	2008
7780	26	2014
7781	26	2014
7782	24	2012
7783	24	2012
7784	18	2006
7785	5	1993
7786	20	2008
7787	12	2000
7788	16	2004
7789	26	2014
7790	17	2005
7791	20	2008
7792	12	2000
7793	15	2003
7794	9	1997
7795	9	1997
7796	4	1992
7797	23	2011
7798	6	1994
7799	25	2013
7800	17	2005
7801	11	1999
7802	16	2004
7803	25	2013
7804	8	1996
7805	6	1994
7806	15	2003
7807	23	2011
7808	24	2012
7809	26	2014
7810	24	2012
7811	22	2010
7812	21	2009
7813	14	2002
7814	25	2013
7815	9	1997
7816	14	2002
7817	19	2007
7818	27	2015
7819	23	2011
7820	5	1993
7821	26	2014
7822	12	2000
7823	13	2001
7824	22	2010
7825	4	1992
7826	2	1990
7827	7	1995
7828	19	2007
7829	2	1990
7830	25	2013
7831	17	2005
7832	15	2003
7833	18	2006
7834	16	2004
7835	27	2015
7836	7	1995
7837	9	1997
7838	5	1993
7839	5	1993
7840	17	2005
7841	25	2013
7842	10	1998
7843	3	1991
7844	21	2009
7845	12	2000
7846	6	1994
7847	15	2003
7848	16	2004
7849	8	1996
7850	18	2006
7851	22	2010
7852	19	2007
7853	26	2014
7854	23	2011
7855	25	2013
7856	25	2013
7857	9	1997
7858	18	2006
7859	13	2001
7860	20	2008
7861	21	2009
7862	20	2008
7863	9	1997
7864	21	2009
7865	27	2015
7866	20	2008
7867	11	1999
7868	14	2002
7869	6	1994
7870	26	2014
7871	17	2005
7872	20	2008
7873	26	2014
7874	5	1993
7875	24	2012
7876	15	2003
7877	14	2002
7878	3	1991
7879	17	2005
7880	26	2014
7881	27	2015
7882	21	2009
7883	21	2009
7884	25	2013
7885	19	2007
7886	23	2011
7887	24	2012
7888	9	1997
7889	26	2014
7890	24	2012
7891	26	2014
7892	16	2004
7893	12	2000
