magazineId;volumeNumber;year
9792;22;2010
9793;23;2011
9794;14;2002
9795;22;2010
9796;9;1997
9797;24;2012
9798;16;2004
9799;25;2013
9800;21;2009
9801;12;2000
9802;19;2007
9803;9;1997
9804;18;2006
9805;17;2005
9806;19;2007
9807;25;2013
9808;25;2013
9809;17;2005
9810;27;2015
9811;27;2015
9812;14;2002
9813;16;2004
9814;23;2011
9815;15;2003
9816;17;2005
9817;24;2012
9818;23;2011
9819;20;2008
9820;10;1998
9821;20;2008
9822;9;1997
9823;19;2007
9824;26;2014
9825;17;2005
9826;7;1995
9827;24;2012
9828;5;1993
9829;18;2006
9830;26;2014
9831;4;1992
9832;8;1996
9833;23;2011
9834;25;2013
9835;24;2012
9836;6;1994
9837;20;2008
9838;19;2007
9839;24;2012
9840;20;2008
9841;19;2007
9842;17;2005
9843;24;2012
9844;4;1992
9845;8;1996
9846;22;2010
9847;15;2003
9848;7;1995
9849;25;2013
9850;25;2013
9851;25;2013
9852;27;2015
9853;23;2011
9854;14;2002
9855;16;2004
9856;12;2000
9857;9;1997
9858;22;2010
9859;11;1999
9860;10;1998
9861;14;2002
9862;26;2014
9863;2;1990
9864;6;1994
9865;11;1999
9866;17;2005
9867;20;2008
9868;8;1996
9869;15;2003
9870;18;2006
9871;2;1990
9872;11;1999
9873;23;2011
9874;5;1993
9875;13;2001
9876;16;2004
9877;14;2002
9878;20;2008
9879;25;2013
9880;9;1997
9881;24;2012
9882;7;1995
9883;17;2005
9884;18;2006
9885;24;2012
9886;24;2012
9887;10;1998
9888;24;2012
9889;27;2015
9890;19;2007
9891;1;1989
9892;18;2006
9893;25;2013
9894;21;2009
9895;13;2001
9896;1;1989
9897;22;2010
9898;26;2014
9899;17;2005
9900;21;2009
9901;21;2009
9902;24;2012
9903;24;2012
9904;19;2007
9905;17;2005
9906;9;1997
9907;21;2009
9908;14;2002
9909;26;2014
9910;4;1992
9911;12;2000
9912;23;2011
9913;24;2012
9914;26;2014
9915;4;1992
9916;22;2010
9917;19;2007
9918;14;2002
9919;19;2007
9920;26;2014
9921;14;2002
9922;8;1996
9923;15;2003
9924;1;1989
9925;25;2013
9926;27;2015
9927;25;2013
9928;2;1990
9929;15;2003
9930;22;2010
9931;17;2005
9932;17;2005
9933;25;2013
9934;17;2005
9935;25;2013
9936;23;2011
9937;20;2008
9938;20;2008
9939;6;1994
9940;14;2002
9941;25;2013
9942;5;1993
9943;17;2005
9944;17;2005
9945;22;2010
9946;19;2007
9947;20;2008
9948;12;2000
9949;7;1995
9950;20;2008
9951;24;2012
9952;20;2008
9953;3;1991
9954;25;2013
9955;18;2006
9956;16;2004
9957;5;1993
9958;25;2013
9959;22;2010
9960;18;2006
9961;22;2010
9962;27;2015
9963;5;1993
9964;5;1993
9965;17;2005
9966;23;2011
9967;7;1995
9968;27;2015
9969;24;2012
9970;25;2013
9971;19;2007
9972;23;2011
9973;8;1996
9974;14;2002
9975;19;2007
9976;26;2014
9977;14;2002
9978;6;1994
9979;21;2009
9980;19;2007
9981;22;2010
9982;25;2013
9983;27;2015
9984;16;2004
9985;2;1990
9986;11;1999
9987;17;2005
9988;25;2013
9989;17;2005
9990;24;2012
9991;22;2010
9992;16;2004
9993;13;2001
9994;27;2015
9995;6;1994
9996;26;2014
9997;15;2003
9998;3;1991
9999;26;2014
10000;24;2012
10001;25;2013
10002;23;2011
10003;16;2004
10004;27;2015
10005;27;2015
10006;14;2002
10007;19;2007
10008;7;1995
10009;23;2011
10010;21;2009
10011;26;2014
10012;16;2004
10013;5;1993
10014;24;2012
10015;3;1991
10016;9;1997
10017;8;1996
10018;18;2006
10019;25;2013
10020;25;2013
10021;26;2014
10022;20;2008
10023;2;1990
10024;8;1996
10025;26;2014
10026;18;2006
10027;13;2001
10028;24;2012
10029;16;2004
10030;20;2008
10031;26;2014
10032;21;2009
10033;14;2002
10034;22;2010
10035;10;1998
10036;26;2014
10037;8;1996
10038;6;1994
10039;6;1994
10040;24;2012
10041;7;1995
10042;17;2005
10043;18;2006
10044;24;2012
10045;2;1990
10046;8;1996
10047;8;1996
10048;9;1997
10049;15;2003
10050;27;2015
10051;1;1989
10052;8;1996
10053;12;2000
10054;21;2009
10055;13;2001
10056;23;2011
10057;4;1992
10058;22;2010
10059;8;1996
10060;17;2005
10061;25;2013
10062;25;2013
10063;17;2005
10064;25;2013
10065;24;2012
10066;17;2005
10067;8;1996
10068;13;2001
10069;27;2015
10070;15;2003
10071;14;2002
10072;17;2005
10073;12;2000
10074;4;1992
10075;23;2011
10076;24;2012
10077;18;2006
10078;5;1993
10079;20;2008
10080;18;2006
10081;17;2005
10082;24;2012
10083;3;1991
10084;16;2004
10085;19;2007
10086;4;1992
10087;7;1995
10088;1;1989
10089;26;2014
10090;21;2009
10091;16;2004
10092;25;2013
10093;9;1997
10094;1;1989
10095;17;2005
10096;13;2001
10097;18;2006
10098;17;2005
10099;18;2006
10100;22;2010
10101;27;2015
10102;5;1993
10103;26;2014
10104;21;2009
10105;27;2015
10106;27;2015
10107;24;2012
10108;7;1995
10109;11;1999
10110;9;1997
10111;3;1991
10112;22;2010
10113;17;2005
10114;22;2010
10115;16;2004
10116;13;2001
10117;20;2008
10118;22;2010
10119;26;2014
10120;22;2010
10121;5;1993
10122;18;2006
10123;23;2011
10124;7;1995
10125;25;2013
10126;6;1994
10127;20;2008
10128;16;2004
10129;23;2011
10130;14;2002
10131;4;1992
10132;26;2014
10133;3;1991
10134;5;1993
10135;19;2007
10136;20;2008
10137;17;2005
10138;3;1991
10139;24;2012
10140;18;2006
10141;16;2004
10142;24;2012
10143;22;2010
10144;15;2003
10145;17;2005
10146;22;2010
10147;20;2008
10148;23;2011
10149;24;2012
10150;26;2014
10151;25;2013
10152;17;2005
10153;3;1991
10154;19;2007
10155;22;2010
10156;23;2011
10157;26;2014
10158;6;1994
10159;17;2005
10160;17;2005
10161;12;2000
10162;26;2014
10163;10;1998
10164;9;1997
10165;16;2004
10166;23;2011
10167;24;2012
10168;13;2001
10169;20;2008
10170;20;2008
10171;27;2015
10172;20;2008
10173;25;2013
10174;2;1990
10175;20;2008
10176;12;2000
10177;11;1999
10178;21;2009
10179;25;2013
10180;22;2010
10181;16;2004
10182;11;1999
10183;24;2012
10184;22;2010
10185;7;1995
10186;27;2015
10187;4;1992
10188;26;2014
10189;6;1994
10190;21;2009
10191;26;2014
10192;27;2015
10193;27;2015
10194;20;2008
10195;15;2003
10196;24;2012
10197;17;2005
10198;9;1997
10199;1;1989
10200;15;2003
10201;26;2014
10202;6;1994
10203;16;2004
10204;25;2013
10205;1;1989
10206;14;2002
10207;21;2009
10208;19;2007
10209;26;2014
10210;27;2015
10211;3;1991
10212;5;1993
10213;16;2004
10214;1;1989
10215;16;2004
10216;21;2009
10217;19;2007
10218;19;2007
10219;19;2007
10220;20;2008
10221;11;1999
10222;8;1996
10223;20;2008
10224;5;1993
10225;9;1997
10226;15;2003
10227;26;2014
10228;3;1991
10229;21;2009
10230;21;2009
10231;12;2000
10232;23;2011
10233;16;2004
10234;26;2014
10235;23;2011
10236;6;1994
10237;26;2014
10238;26;2014
10239;26;2014
10240;6;1994
10241;25;2013
10242;16;2004
10243;5;1993
10244;19;2007
10245;21;2009
10246;7;1995
10247;4;1992
10248;21;2009
10249;27;2015
10250;13;2001
10251;7;1995
10252;7;1995
10253;17;2005
10254;9;1997
10255;16;2004
10256;6;1994
10257;21;2009
10258;19;2007
10259;21;2009
10260;21;2009
10261;22;2010
10262;8;1996
10263;17;2005
10264;25;2013
10265;22;2010
10266;21;2009
10267;22;2010
10268;12;2000
10269;20;2008
10270;19;2007
10271;5;1993
10272;24;2012
10273;27;2015
10274;10;1998
10275;26;2014
10276;19;2007
10277;5;1993
10278;15;2003
10279;23;2011
10280;19;2007
10281;5;1993
10282;20;2008
10283;20;2008
10284;6;1994
10285;20;2008
10286;22;2009
10287;25;2012
10288;19;2006
10289;7;1994
10290;9;1996
10291;13;2000
10292;24;2011
10293;6;1993
10294;23;2010
10295;8;1995
10296;19;2006
10297;21;2008
10298;14;2001
10299;24;2011
10300;6;1993
10301;13;2000
10302;14;2001
10303;3;1990
10304;9;1996
10305;22;2009
10306;5;1992
10307;16;2003
10308;7;1994
10309;1;1989
10310;4;1992
10311;12;1999
10312;25;2012
10313;12;1999
10314;17;2004
10315;22;2009
10316;13;2000
10317;10;1997
10318;7;1994
10319;8;1995
10320;10;1997
10321;22;2009
10322;19;2006
10323;3;1990
10324;12;1999
10325;6;1993
10326;13;2000
10327;14;2001
10328;9;1996
10329;18;2005
10330;7;1994
10331;7;1994
10332;11;1998
10333;6;1993
10334;16;2003
10335;6;1993
10336;23;2010
10337;8;1995
10338;16;2003
10339;4;1992
10340;22;2009
10341;9;1996
10342;12;1999
10343;5;1992
10344;15;2002
10345;22;2009
10346;10;1997
10347;4;1991
10348;5;1992
10349;8;1995
10350;23;2010
10351;20;2007
10352;8;1995
10353;20;2007
10354;18;2005
10355;14;2001
10356;4;1991
10357;23;2010
10358;14;2001
10359;21;2008
10360;13;2000
10361;14;2001
10362;7;1994
10363;14;2001
10364;2;1989
10365;9;1996
10366;18;2005
10367;11;1998
10368;17;2004
10369;21;2008
10370;14;2001
10371;24;2011
10372;5;1992
10373;4;1991
10374;16;2003
10375;19;2006
10376;17;2004
10377;14;2001
10378;10;1998
10379;2;1989
10380;11;1998
10381;15;2002
10382;20;2007
10383;22;2009
10384;11;1998
10385;21;2008
10386;7;1994
10387;22;2009
10388;17;2004
10389;10;1997
10390;23;2010
10391;3;1990
10392;3;1990
10393;21;2008
10394;15;2002
10395;18;2005
10396;17;2004
10397;20;2007
10398;21;2008
10399;4;1991
10400;23;2010
10401;11;1998
10402;5;1992
10403;9;1996
10404;6;1993
10405;3;1990
10406;6;1993
10407;23;2010
10408;12;1999
10409;5;1992
10410;12;1999
10411;17;2004
10412;1;1988
10413;23;2010
10414;15;2002
10415;12;1999
10416;12;1999
10417;4;1991
10418;6;1993
10419;8;1995
10420;13;2000
10421;13;2000
10422;11;1998
10423;22;2009
10424;13;2000
10425;16;2003
10426;18;2005
10427;21;2008
10428;13;2000
10429;8;1995
10430;22;2009
10431;25;2012
10432;8;1995
10433;7;1994
10434;24;2011
10435;13;2000
10436;11;1998
10437;14;2001
10438;20;2007
10439;21;2008
10440;7;1994
10441;1;1988
10442;25;2012
10443;8;1995
10444;1;1988
10445;24;2011
10446;5;1992
10447;23;2010
10448;13;2000
10449;19;2006
10450;19;2006
10451;2;1989
10452;12;1999
10453;12;1999
10454;17;2004
10455;16;2003
10456;19;2006
10457;21;2008
10458;13;2000
10459;5;1992
10460;2;1989
10461;21;2008
10462;13;2000
10463;3;1990
10464;13;2000
10465;13;2000
10466;15;2002
10467;17;2004
10468;23;2010
10469;20;2007
10470;3;1990
10471;22;2009
10472;24;2011
10473;16;2003
10474;14;2001
10475;20;2007
10476;18;2005
10477;17;2004
10478;5;1992
10479;4;1991
10480;20;2007
10481;4;1991
10482;6;1993
10483;12;1999
10484;20;2007
10485;12;1999
10486;20;2007
10487;13;2000
10488;10;1998
10489;12;1999
10490;19;2006
10491;10;1997
10492;13;2000
10493;22;2009
10494;5;1992
10495;15;2002
10496;20;2007
10497;23;2010
10498;7;1994
10499;22;2009
10500;20;2007
10501;15;2002
10502;9;1996
10503;1;1989
10504;22;2009
10505;14;2001
10506;19;2006
10507;1;1988
10508;2;1989
10509;19;2006
10510;15;2002
10511;21;2008
10512;19;2006
10513;16;2003
10514;2;1989
10515;19;2006
10516;6;1993
10517;20;2007
10518;4;1991
10519;1;1988
10520;24;2011
10521;1;1988
10522;5;1992
10523;19;2006
10524;20;2007
10525;23;2010
10526;3;1990
10527;13;2000
10528;11;1998
10529;5;1992
10530;16;2003
10531;23;2010
10532;24;2011
10533;13;2000
10534;1;1988
10535;13;2000
10536;6;1993
10537;13;2000
10538;10;1997
10539;15;2002
10540;24;2011
10541;22;2009
10542;22;2009
10543;17;2004
10544;15;2002
10545;24;2011
10546;21;2008
10547;12;1999
10548;22;2009
10549;17;2004
10550;13;2000
10551;18;2005
10552;20;2007
10553;24;2011
10554;8;1995
10555;12;1999
10556;9;1996
10557;4;1992
10558;15;2002
10559;1;1988
10560;4;1991
10561;25;2012
10562;12;1999
10563;18;2005
10564;7;1994
10565;11;1998
10566;11;1998
10567;15;2002
10568;16;2003
10569;1;1988
10570;20;2007
10571;18;2005
10572;12;1999
10573;5;1992
10574;16;2003
10575;15;2002
10576;10;1998
10577;9;1996
10578;15;2002
10579;25;2012
10580;13;2000
10581;8;1995
10582;19;2006
10583;11;1998
10584;20;2007
10585;3;1990
10586;3;1990
10587;19;2006
10588;21;2008
10589;13;2000
10590;22;2009
10591;21;2008
10592;22;2009
10593;21;2008
10594;18;2005
10595;23;2010
10596;24;2011
10597;11;1998
10598;9;1996
10599;14;2001
10600;19;2006
10601;7;1994
10602;13;2000
10603;16;2003
10604;22;2009
10605;7;1994
10606;21;2008
10607;18;2005
10608;18;2005
10609;4;1991
10610;20;2007
10611;12;1999
10612;1;1989
10613;18;2005
10614;18;2005
10615;23;2010
10616;12;1999
10617;24;2011
10618;13;2000
10619;20;2007
10620;3;1990
10621;3;1990
10622;10;1998
10623;22;2009
10624;20;2007
10625;14;2001
10626;18;2005
10627;23;2010
10628;18;2005
10629;20;2007
10630;21;2008
10631;6;1993
10632;8;1995
10633;13;2000
10634;21;2008
10635;3;1990
10636;13;2000
10637;17;2004
10638;17;2004
10639;7;1994
10640;74;2015
10641;22;2009
10642;65;2014
10643;37;2013
10644;56;2014
10645;3;1990
10646;16;2003
10647;11;1998
10648;31;2012
10649;21;2008
10650;29;2012
10651;83;2015
10652;62;2014
10653;24;2011
10654;83;2015
10655;22;2009
10656;66;2014
10657;38;2013
10658;37;2013
10659;86;2015
10660;24;2011
10661;55;2014
10662;22;2009
10663;4;1991
10664;17;2004
10665;30;2012
10666;19;2006
10667;21;2008
10668;58;2014
10669;27;2012
10670;73;2015
10671;17;2004
10672;33;2012
10673;36;2012
10674;27;2012
10675;14;2001
10676;13;2000
10677;13;2000
10678;82;2015
10679;24;2011
10680;13;2000
10681;19;2006
10682;9;1996
10683;6;1993
10684;22;2009
10685;76;2015
10686;41;2013
10687;14;2001
10688;1;1988
10689;85;2015
10690;2;1989
10691;74;2015
10692;39;2013
10693;60;2014
10694;13;2000
10695;45;2013
10696;11;1998
10697;30;2012
10698;77;2015
10699;26;2012
10700;54;2013
10701;16;2003
10702;20;2007
10703;24;2011
10704;17;2004
10705;27;2012
10706;27;2012
10707;24;2011
10708;14;2001
10709;86;2015
10710;70;2014
10711;39;2013
10712;37;2013
10713;70;2014
10714;21;2008
10715;35;2012
10716;8;1995
10717;12;1999
10718;36;2012
10719;2;1989
10720;19;2006
10721;24;2011
10722;77;2015
10723;12;1999
10724;84;2015
10725;8;1995
10726;10;1997
10727;36;2012
10728;62;2014
10729;19;2006
10730;17;2004
10731;11;1998
10732;6;1993
10733;35;2012
10734;7;1994
10735;39;2013
10736;66;2014
10737;12;1999
10738;84;2015
10739;45;2013
10740;4;1991
10741;11;1998
10742;15;2002
10743;49;2013
10744;7;1994
10745;36;2012
10746;28;2012
10747;22;2009
10748;22;2009
10749;53;2013
10750;30;2012
10751;53;2013
10752;73;2015
10753;3;1990
10754;4;1991
10755;27;2012
10756;4;1991
10757;2;1989
10758;20;2007
10759;30;2012
10760;14;2001
10761;24;2011
10762;5;1992
10763;15;2002
10764;65;2014
10765;35;2012
10766;36;2012
10767;27;2012
10768;53;2013
10769;42;2013
10770;21;2008
10771;83;2015
10772;59;2014
10773;75;2015
10774;64;2014
10775;22;2009
10776;20;2007
10777;12;1999
10778;2;1989
10779;9;1996
10780;16;2003
10781;50;2013
10782;37;2013
10783;4;1991
10784;13;2000
10785;7;1994
10786;10;1998
10787;20;2007
10788;16;2003
10789;17;2004
10790;11;1998
10791;31;2012
10792;71;2014
10793;50;2013
10794;21;2008
10795;45;2013
10796;83;2015
10797;82;2015
10798;16;2003
10799;9;1996
10800;4;1991
10801;19;2006
10802;24;2011
10803;23;2010
10804;69;2014
10805;67;2014
10806;72;2014
10807;30;2012
10808;21;2008
10809;55;2014
10810;24;2011
10811;13;2000
10812;23;2010
10813;15;2002
10814;37;2013
10815;10;1997
10816;44;2013
10817;76;2015
10818;9;1996
10819;39;2013
10820;23;2010
10821;56;2014
10822;13;2000
10823;23;2010
10824;5;1992
10825;37;2013
10826;37;2013
10827;56;2014
10828;18;2005
10829;71;2014
10830;13;2000
10831;4;1991
10832;21;2008
10833;74;2015
10834;85;2015
10835;16;2003
10836;73;2015
10837;69;2014
10838;3;1990
10839;17;2004
10840;2;1989
10841;71;2014
10842;27;2012
10843;45;2013
10844;9;1996
10845;36;2012
10846;12;1999
10847;73;2015
10848;14;2001
10849;59;2014
10850;19;2006
10851;18;2005
10852;22;2009
10853;35;2012
10854;23;2010
10855;1;1988
10856;24;2011
10857;50;2013
10858;8;1995
10859;23;2010
10860;55;2014
10861;70;2014
10862;19;2006
10863;6;1993
10864;48;2013
10865;2;1989
10866;19;2006
10867;16;2003
10868;35;2012
10869;70;2014
10870;10;1997
10871;77;2015
10872;22;2009
10873;28;2012
10874;70;2014
10875;24;2011
10876;23;2010
10877;21;2008
10878;78;2015
10879;16;2003
10880;5;1992
10881;37;2013
10882;22;2009
10883;1;1988
10884;42;2013
10885;10;1998
10886;9;1996
10887;16;2003
10888;20;2007
10889;75;2015
10890;25;2012
10891;9;1996
10892;68;2014
10893;24;2011
10894;71;2014
10895;12;1999
10896;8;1995
10897;36;2012
10898;12;1999
10899;3;1990
10900;30;2012
10901;22;2009
10902;86;2015
10903;21;2008
10904;13;2000
10905;7;1994
10906;52;2013
10907;41;2013
10908;57;2014
10909;40;2013
10910;11;1998
10911;1;1988
10912;36;2012
10913;17;2004
10914;24;2011
10915;3;1990
10916;24;2011
10917;36;2012
10918;9;1996
10919;15;2002
10920;24;2011
10921;67;2014
10922;20;2007
10923;14;2001
10924;5;1992
10925;49;2013
10926;51;2013
10927;8;1995
10928;2;1989
10929;22;2009
10930;71;2014
10931;22;2009
10932;20;2007
10933;54;2013
10934;86;2015
10935;23;2010
10936;34;2012
10937;36;2012
10938;50;2013
10939;6;1993
10940;29;2012
10941;62;2014
10942;22;2009
10943;23;2010
10944;26;2012
10945;28;2012
10946;27;2012
10947;47;2013
10948;49;2013
10949;55;2014
10950;33;2012
10951;13;2000
10952;20;2007
10953;29;2012
10954;59;2014
10955;50;2013
10956;21;2008
10957;82;2015
10958;9;1996
10959;4;1991
10960;3;1990
10961;20;2007
10962;39;2013
10963;16;2003
10964;35;2012
10965;36;2012
10966;69;2014
10967;85;2015
10968;40;2013
10969;38;2013
10970;37;2013
10971;29;2012
10972;77;2015
10973;43;2013
10974;24;2011
10975;24;2011
10976;46;2013
10977;71;2014
10978;85;2015
10979;43;2013
10980;74;2015
10981;67;2014
10982;59;2014
10983;68;2014
10984;10;1997
10985;21;2008
10986;39;2013
10987;52;2013
10988;1;1987
10989;49;2013
10990;67;2014
10991;13;2000
10992;10;1997
10993;23;2010
10994;22;2009
10995;72;2014
10996;57;2014
10997;59;2014
10998;70;2014
10999;6;1993
11000;55;2014
11001;27;2012
11002;30;2012
11003;74;2015
11004;13;2000
11005;67;2014
11006;75;2015
11007;9;1996
11008;38;2013
11009;15;2002
11010;16;2003
11011;33;2012
11012;10;1997
11013;23;2010
11014;3;1990
11015;20;2007
11016;12;1999
11017;63;2014
11018;21;2008
11019;15;2002
11020;1;1988
11021;5;1992
11022;16;2003
11023;18;2005
11024;11;1998
11025;62;2014
11026;12;1999
11027;15;2002
11028;4;1991
11029;67;2014
11030;35;2012
11031;11;1998
11032;36;2012
11033;67;2014
11034;26;2012
11035;2;1989
11036;20;2007
11037;6;1993
11038;20;2007
11039;6;1993
11040;23;2010
11041;80;2015
11042;65;2014
11043;4;1991
11044;20;2007
11045;23;2010
11046;21;2008
11047;23;2010
11048;23;2010
11049;5;1992
11050;54;2013
11051;3;1990
11052;10;1998
11053;15;2002
11054;19;2006
11055;76;2015
11056;16;2003
11057;19;2006
11058;1;1987
11059;52;2013
11060;16;2003
11061;57;2014
11062;55;2014
11063;58;2014
11064;71;2014
11065;5;1992
11066;42;2013
11067;23;2010
11068;5;1992
11069;18;2005
11070;80;2015
11071;37;2013
11072;56;2014
11073;37;2013
11074;27;2012
11075;59;2014
11076;24;2011
11077;7;1994
11078;86;2015
11079;15;2002
11080;53;2013
11081;8;1995
11082;22;2009
11083;26;2012
11084;36;2012
11085;5;1992
11086;22;2009
11087;23;2010
11088;21;2008
11089;59;2014
11090;13;2000
11091;21;2008
11092;66;2014
11093;5;1992
11094;27;2012
11095;35;2012
11096;18;2005
11097;28;2012
11098;10;1998
11099;7;1994
11100;23;2010
11101;6;1993
11102;54;2013
11103;15;2002
11104;13;2000
11105;86;2015
11106;9;1996
11107;14;2001
11108;35;2012
11109;49;2013
11110;16;2003
11111;37;2013
11112;3;1990
11113;71;2014
11114;7;1994
11115;24;2011
11116;22;2009
11117;2;1989
11118;15;2002
11119;80;2015
11120;52;2013
11121;52;2013
11122;35;2012
11123;75;2015
11124;29;2012
11125;26;2012
11126;31;2012
11127;20;2007
11128;35;2012
11129;20;2007
11130;57;2014
11131;11;1998
11132;15;2002
11133;11;1998
11134;10;1998
11135;26;2012
11136;37;2013
11137;19;2006
11138;24;2011
11139;8;1995
11140;4;1991
11141;85;2015
11142;86;2015
11143;74;2015
11144;6;1993
11145;73;2015
11146;14;2001
11147;32;2012
11148;14;2001
11149;13;2000
11150;23;2010
11151;84;2015
11152;77;2015
11153;40;2013
11154;63;2014
11155;86;2015
11156;37;2013
11157;66;2014
11158;76;2015
11159;22;2009
11160;21;2008
11161;5;1992
11162;1;1988
11163;14;2001
11164;32;2012
11165;20;2007
11166;11;1998
11167;10;1997
11168;24;2011
11169;76;2015
11170;23;2010
11171;1;1988
11172;69;2014
11173;24;2011
11174;12;1999
11175;24;2011
11176;34;2012
11177;11;1998
11178;85;2015
11179;44;2013
11180;65;2014
11181;9;1996
11182;11;1998
11183;84;2015
11184;7;1994
11185;8;1995
11186;63;2014
11187;44;2013
11188;40;2013
11189;50;2013
11190;23;2010
11191;86;2015
11192;8;1995
11193;81;2015
11194;73;2015
11195;74;2015
11196;80;2015
11197;20;2007
11198;9;1996
11199;59;2014
11200;24;2011
11201;32;2012
11202;39;2013
11203;40;2013
11204;23;2010
11205;5;1992
11206;20;2007
11207;23;2010
11208;23;2010
11209;22;2009
11210;45;2013
11211;37;2013
11212;70;2014
11213;24;2011
11214;23;2010
11215;15;2002
11216;15;2002
11217;12;1999
11218;69;2014
11219;7;1994
11220;24;2011
11221;67;2014
11222;72;2014
11223;71;2014
11224;35;2012
11225;24;2011
11226;63;2014
11227;39;2013
11228;4;1991
11229;83;2015
11230;1;1988
11231;17;2004
11232;49;2013
11233;13;2000
11234;25;2012
11235;60;2014
11236;60;2014
11237;11;1998
11238;24;2011
11239;2;1989
11240;40;2013
11241;20;2007
11242;3;1990
11243;18;2005
11244;24;2011
11245;46;2013
11246;35;2012
11247;7;1994
11248;71;2014
11249;13;2000
11250;22;2009
11251;9;1996
11252;33;2012
11253;34;2012
11254;67;2014
11255;16;2003
11256;15;2002
11257;19;2006
11258;86;2015
11259;80;2015
11260;86;2015
11261;14;2001
11262;30;2012
11263;40;2013
11264;21;2008
11265;23;2010
11266;31;2012
11267;71;2014
11268;3;1990
11269;59;2014
11270;66;2014
11271;9;1996
11272;23;2010
11273;24;2011
11274;44;2013
11275;32;2012
11276;19;2006
11277;12;1999
11278;5;1992
11279;22;2009
11280;22;2009
11281;56;2014
11282;24;2011
11283;77;2015
11284;81;2015
11285;11;1998
11286;85;2015
11287;27;2012
11288;20;2007
11289;71;2014
11290;12;1999
11291;67;2014
11292;24;2011
11293;24;2011
11294;19;2006
11295;72;2014
11296;18;2005
11297;73;2015
11298;2;1989
11299;55;2014
11300;21;2008
11301;20;2007
11302;20;2007
11303;56;2014
11304;4;1991
11305;27;2012
11306;9;1996
11307;27;2012
11308;66;2014
11309;27;2012
11310;40;2013
11311;18;2005
11312;9;1996
11313;71;2014
11314;19;2006
11315;56;2014
11316;8;1995
11317;21;2008
11318;8;1995
11319;36;2012
11320;74;2015
11321;21;2008
11322;35;2012
11323;23;2010
11324;66;2014
11325;14;2001
11326;53;2013
11327;22;2009
11328;17;2004
11329;15;2002
11330;21;2008
11331;13;2000
11332;29;2012
11333;14;2001
11334;20;2007
11335;8;1995
11336;52;2013
11337;24;2011
11338;54;2013
11339;69;2014
11340;10;1998
11341;49;2013
11342;23;2010
11343;71;2014
11344;21;2008
11345;42;2013
11346;15;2002
11347;23;2010
11348;24;2011
11349;70;2014
11350;13;2000
11351;19;2006
11352;10;1997
11353;27;2012
11354;11;1998
11355;22;2009
11356;21;2008
11357;2;1989
11358;24;2011
11359;4;1991
11360;12;1999
11361;73;2015
11362;20;2007
11363;57;2014
11364;17;2004
11365;20;2007
11366;54;2013
11367;48;2013
11368;26;2012
11369;61;2014
11370;14;2001
11371;84;2015
11372;22;2009
11373;19;2006
11374;23;2010
11375;1;1988
11376;7;1994
11377;13;2000
11378;74;2015
11379;20;2007
11380;24;2011
11381;35;2012
11382;12;1999
11383;24;2011
11384;59;2014
11385;5;1992
11386;71;2014
11387;2;1989
11388;7;1994
11389;21;2008
11390;67;2014
11391;3;1990
11392;23;2010
11393;56;2014
11394;77;2015
11395;29;2012
11396;39;2013
11397;35;2012
11398;54;2013
11399;56;2014
11400;21;2008
11401;16;2003
11402;59;2014
11403;36;2012
11404;19;2006
11405;24;2011
11406;4;1991
11407;18;2005
11408;35;2012
11409;26;2012
11410;23;2010
11411;24;2011
11412;24;2011
11413;59;2014
11414;85;2015
11415;7;1994
11416;58;2014
11417;15;2002
11418;37;2013
11419;7;1994
11420;35;2012
11421;33;2012
11422;10;1998
11423;15;2002
11424;28;2012
11425;38;2013
11426;4;1991
11427;73;2015
11428;67;2014
11429;9;1996
11430;3;1990
11431;24;2011
11432;8;1995
11433;66;2014
11434;79;2015
11435;15;2002
11436;19;2006
11437;37;2013
11438;50;2013
11439;6;1993
11440;8;1995
11441;52;2013
11442;21;2008
11443;19;2006
11444;21;2008
11445;35;2012
11446;19;2006
11447;57;2014
11448;23;2010
11449;3;1990
11450;22;2009
11451;65;2014
11452;5;1992
11453;6;1993
11454;9;1996
11455;23;2010
11456;19;2006
11457;31;2012
11458;22;2009
11459;22;2009
11460;29;2012
11461;80;2015
11462;10;1998
11463;37;2013
11464;66;2014
11465;2;1989
11466;35;2012
11467;13;2000
11468;34;2012
11469;11;1998
11470;83;2015
11471;44;2013
11472;45;2013
11473;56;2014
11474;75;2015
11475;49;2013
11476;72;2014
11477;58;2014
11478;11;1998
11479;20;2007
11480;50;2013
11481;43;2013
11482;13;2000
11483;37;2013
11484;13;2000
11485;52;2013
11486;27;2012
11487;23;2010
11488;33;2012
11489;1;1988
11490;43;2013
11491;24;2011
11492;18;2005
11493;10;1998
11494;21;2008
11495;3;1990
11496;11;1998
11497;22;2009
11498;22;2009
11499;23;2010
11500;3;1990
11501;3;1990
11502;18;2005
11503;7;1994
11504;11;1998
11505;1;1987
11506;21;2008
11507;20;2007
11508;24;2011
11509;22;2009
11510;37;2013
11511;22;2009
11512;24;2011
11513;1;1988
11514;56;2014
11515;31;2012
11516;14;2001
11517;24;2011
11518;21;2008
11519;24;2011
11520;62;2014
11521;12;1999
11522;36;2012
11523;75;2015
11524;13;2000
11525;38;2013
11526;16;2003
11527;27;2012
11528;64;2014
11529;10;1998
11530;30;2012
11531;24;2011
11532;13;2000
11533;45;2013
11534;3;1990
11535;73;2015
11536;15;2002
11537;15;2002
11538;71;2014
11539;52;2013
