articleId;title;pages;volumeNumber
1;Generating Boolean mu-Expressions.;171-187;32
1;Axiomatic Data Type Specifications: A First Order Theory of Linear Lists.;193-207;15
1;Modular Correctness Proofs of Behavioural Implementations.;951-1005;35
1;Parallel PROFIT/COST Algorithms Through Fast Derandomization.;215-232;36
1;A Distributed Operational Semantics for CCS Based on Condition/Event Systems.;59-91;26
1;A Performance Guarantee for the Greedy Set-Partitioning Algorithm.;409-415;21
1;Iterated Deterministic Substitution.;285-302;8
1;On the Max-Entropy Rule for a Binary Search Tree.;63-72;12
1;Computation and Use of Data Flow Information in Optimizing Compilers.;209-225;12
1;Analytic Variations on Bucket Selection and Sorting.;735-760;36
1;Remarks on the Complexity of an Invariant of Context-Free Grammars.;89-99;17
1;A general exhaustive generation algorithm for Gray structures.;361-376;44
1;Least common container of tree pattern queries and its applications.;173-202;49
1;The effect of bi-component acrylate prepolymers on the phase separation and electro-optical properties of pixel-isolated liquid crystals.;334-337;32
1;Emission and charge transport properties of thiophene-terminated thiophene/phenylene co-oligomer crystals.;406-412;34
1;Instrumented film-insert injection compression molding for lens encapsulation of liquid crystal displays.;20-31;38
1;The enhanced navigator for the touch screen: A comparative study on navigational techniques of web maps.;284-295;32
1;Green organic light-emitting diodes with improved stability and efficiency utilizing a wide band gap material as the host.;502-505;29
1;Dry etch damage and recovery of gallium indium zinc oxide thin-film transistors with etch-back structures.;133-135;33
1;How age affects the speed of perception of computer icons.;170-177;27
1;Paired comparisons in visual perception studies using small sample sizes.;1-7;26
1;Polyaniline: Application as solid state electrochromic in a flexible textile display.;1-7;34
1;Spectral studies of white organic light-emitting devices based on multi-emitting layers.;26-30;28
1;Effect of the display medium of a mammogram on microcalcification - diagnostic performance and the subjective preference of radiologists according to differing professional experience.;153-158;26
1;Effect of ambient illumination level on perceived autostereoscopic display quality and depth perception.;135-141;32
1;A new compensation pixel circuit with all-p-type TFTs for AMOLED displays.;187-191;34
1;A study of the relationship between color-concept association and occupational background for Chinese.;50-54;38
1;Saccade detection during smooth tracking.;171-176;34
1;Visual quality evaluation of large LED displays based on subjective sensory perception.;359-370;34
1;Visual strategies for the control of steering toward a goal.;97-104;34
1;Investigation of Curtain Mura in TFT-TN panels after COG ACF process.;173-177;33
1;Study on the influences of quantum well structure on the performance of organic light emitting devices.;102-105;32
1;Cell parameter extraction method for AC plasma display panels.;97-107;27
1;Non-doped white organic light-emitting diodes consisting of three primary colors based on a bipolar emitter.;42-45;33
1;Structure and application of polarizer film for thin-film-transistor liquid crystal displays.;49-57;32
1;VITAL: An electromagnetic integrated tactile display.;133-144;28
1;Flexible transparent electrodes made of electrochemically exfoliated graphene sheets from low-cost graphite pieces.;315-319;34
1;A quantitative measurement of LCD and PDP TVs for human visual preference and fatigue.;1-6;33
1;Investigation of technological trends in flexible display fabrication through patent analysis.;68-73;33
1;Reading e-books on a near-to-eye display: Comparison between a small-sized multimedia display and a hard copy.;157-167;33
1;Enhanced properties of organic electroluminescent devices with cesium chloride ultra-thin layer.;69-74;34
1;LED brightness control for video display application.;506-511;29
1;Novel voltage programming n-channel TFT pixel circuit for low power and high performance AMOLED displays.;118-125;35
1;Nuancing the relationship between motion sickness and postural stability.;189-193;32
1;Quantitative evaluation of effects of visually-induced motion sickness based on causal coherence functions between blood pressure and heart rate.;167-175;29
1;Synthesis of Bi;147-151;35
1;Complete electrical and optical simulation of electronic paper.;50-55;27
1;Optimization of sustain pulse parameters for luminous efficacy improvement in an AC plasma display panel.;122-127;31
1;Real 3D increases perceived depth over anaglyphs but does not cancel stereo-anomaly.;132-138;31
1;A new red colour emitting phosphor - ZnS: Mn co-doped with Ba for electroluminescent (EL) displays.;202-204;30
1;EEG-based detection and evaluation of fatigue caused by watching 3DTV.;81-88;34
1;Viewing angle effects from wide field video projection images on the human equilibrium.;9-14;26
1;Observation threshold of product represented angles and its related factors.;155-160;28
1;Effects of Palm and WinCE menu-design for PDA on users' operating performance and subjective preference.;97-102;26
1;Perceptual attributes of crosstalk in 3D images.;177-183;26
1;A new characterization method to define the viewing angle range of matrix displays.;77-83;30
1;How human perceptions of Mura affect LCD market values.;46-53;33
1;Synthesis of submicron-sized spherical green phosphors by reverse emulsion method and their application to phosphor inks for ink-jet process in PDP.;333-338;29
1;The factor structure of cybersickness.;153-158;32
1;Visual discomfort of 3D TV: Assessment methods and modeling.;209-218;32
1;Developing novel liquid crystal technologies for display and photonic applications.;21-29;36
1;Visual gamma correction for LCD displays.;17-23;32
1;Optimization of Chinese interface design in motion environments.;308-315;29
1;Two-stage dither to enhance gray scales based on real-time motion detection in plasma display panel.;13-20;36
1;Effect of the field of view on perceiving world-referenced image motion during concurrent head movements.;165-170;34
1;Subjective evaluation of visual fatigue caused by motion images.;159-166;29
1;Effect of sputtering condition on the surface properties of silicon oxide thin films prepared for liquid crystal alignment layers.;93-98;31
1;Organic light-emitting diodes using potassium chloride as efficiency and stability enhancers.;54-58;31
1;Design of system-on-glass for poly-Si TFT OLEDs using mixed-signals simulation.;17-22;30
1;A distortion-free data hiding scheme for high dynamic range images.;225-236;32
1;Power-efficient drive circuit for plasma display panel.;66-73;35
1;Random dot generation scheme using molecular dynamics method for illumination design of a round plane LED source light guide.;44-53;31
1;Investigation of top-emitting organic light-emitting devices with highly saturated color employing metal-mirror structure.;250-253;29
1;Implementation of an LED tile controller for high-quality image display.;17-26;34
1;Structural characterization and optical properties of dysprosium doped strontium calcium magnesium di-silicate phosphor by solid state reaction method.;68-76;38
1;Effect of electron transport layer engineering based on blue phosphorescent organic light-emitting diodes.;396-398;34
1;Reading Chinese horizontal/vertical leading display on a liquid-colour display television.;106-112;32
1;Synthesis and characterization of luminescent Eu(HMAP);170-174;30
1;Numerical comparison of LED directivity approximation functions for video displays.;196-204;31
1;Color image authentication with tamper detection and remedy based on BCH and Bayer Pattern.;59-68;34
1;Flexible-characteristics inspection system for flexible substrates by using image feedback control.;296-307;32
1;An efficient and bright organic white-light-emitting device.;129-132;26
1;Influence of wall charge distribution on time lag of address discharge in AC plasma display panels.;195-201;29
1;Color constancy for visual compensation of projector displayed image.;6-17;35
1;Hybrid method for modelling light leakage by a spherical object in a liquid crystal layer.;458-463;29
1;Biased scan of plasma display panel for data voltage reduction.;21-27;33
1;Performances enhancement in OLEDs by inserting ultrathin trilayer in electron injection structure and using MoO;45-48;32
1;Small molecular and polymer organic light-emitting diodes based on novel iridium complex phosphor.;493-496;29
1;Autostereoscopic multi-view 3D display with pivot function, using the image display of the square subpixel structure.;512-520;29
1;Equivalent circuit model and characteristic parameters for AC PDP discharge cells.;181-185;28
1;Influence of wall charge on image sticking phenomena in AC plasma display panels.;39-43;30
1;Improvement of picture quality of high Xe content plasma display panels based on facing discharge suppression.;74-80;28
1;Optimized PDA orientation and screen layout for Chinese vocabulary learning by young children.;73-79;27
1;Self assembly polymer microlens array for integral imaging.;186-190;31
1;White organic light emitting devices with thin 4-(dicyanomethylene)-2-t-butyl-6(1, 1, 7, 7-tetramethyljulolidyl-9-enyl)-4H-pyran (DCJTB) layer.;419-423;29
1;Effects of monitor size on accuracy and time needed to detect cephalometric radiographs landmarks.;206-213;33
1;Visual-quality evaluation methodology for multiview displays.;103-112;33
1;Characteristics of polycrystalline Si TFTs fabricated on glass substrates by excimer laser annealing with nickel-sputtered amorphous Si films.;1-5;35
1;Recovery of the electrically resistive properties of a degraded liquid crystal.;160-163;31
1;Design of a novel symmetric microprism array for dual-view display.;99-103;31
1;Drive waveform for high resolution and high Xe content AC plasma display panels.;45-53;26
1;Electrochromic organic and polymeric materials for display applications.;2-18;27
1;Differentiation in the arched surface of packaging: Its influence on the findability of logo typography displays.;24-34;32
1;Highly efficient and stable white organic light emitting diode with triply doped structure.;161-165;27
1;Control of inkjet printed profiles by solvent-vapor annealing.;164-167;31
1;Design and characterization of new lanthanide fluorides and their optical properties.;273-278;35
1;Motion games improve balance control in stroke survivors: A preliminary study based on the principle of constraint-induced movement therapy.;125-131;34
1;Comparing reading processes on e-ink displays and print.;268-273;32
1;Improvement of color purity and electrical characteristics by co-doping method for flexible red-light organic light emitting devices.;164-169;30
1;Selection of character/background colour combinations for onscreen searching tasks: An eye movement, subjective and performance approach.;101-109;35
1;Observation on CNT-FED under various vacuum levels and calculation on number of electron-gas collisions.;178-182;27
1;The relationships between automobile head-up display presentation images and drivers' Kansei.;58-68;32
1;Medical device design in context: A model of user-device interaction and consequences.;221-232;33
1;A novel authenticatable color visual secret sharing scheme using non-expanded meaningful shares.;118-134;32
1;An illumination distribution preserved colour substitution algorithm based on dichromatic reflection model.;121-127;26
1;Low operating-voltage and high power-efficiency OLED employing MoO;17-20;33
1;Fabrication and characterization of Pb-free transparent dielectric layer for plasma display panel.;112-116;27
1;"Editorial for the special issue on ""Organic Displays"" to be published as a volume in Displays.";1;27
1;Adaptive-hierarchical filtering approach for noise removal.;209-213;29
1;Electrochromic devices based on wide band-gap nanocrystalline semiconductors functionalized with mononuclear charge transfer compounds.;19-23;27
1;Visual fatigue caused by stereoscopic images and the search for the requirement to prevent them: A review.;76-83;33
1;Modelling VCR-like video content navigation.;79-96;26
1;A 25-year retrospective review of visual complaints and illusions associated with a monocular helmet-mounted display.;70-80;29
1;Intra-visual conflict in visually induced motion sickness.;181-188;32
1;Highly efficient phosphorescent polymer OLEDs fabricated by screen printing.;436-439;29
1;The effect of multilayer quantum well structure on the characteristics of OLEDs.;81-84;28
1;A multi-domain vertical alignment liquid crystal display to improve the V-T property.;185-189;30
1;Added value of an autostereoscopic multiview 3-D display for advertising in a public environment.;1-8;31
1;Survey on motion sickness-like symptoms provoked by viewing a video movie during junior high school class.;81-89;29
1;Improved passive-matrix multiplexability with a modular display and UTCP technology.;71-76;30
1;Ramp driver circuit for improving the stability of ramp slope in a flat panel display driver.;200-207;34
1;The applied issues in visual perception and action: Preface to a special issue.;95-96;34
1;Stable white light emission from an externally modified organic light-emitting device.;181-185;31
1;Relationship between exciton recombination zone and applied voltage in organic light-emitting diodes.;108-111;27
1;Age-related difference in steering control under reduced visibility conditions.;120-124;34
1;Menu hierarchies for in-vehicle user-interfaces: Modelling the depth vs. breadth trade-off.;241-249;34
1;The adverse health and safety effects of viewing visual images.;45-46;29
1;Electrode modification in organic light-emitting diodes.;24-34;27
1;Luminance contrast and chromaticity contrast preference on the colour display for young and elderly users.;297-307;29
1;Display-metrology for liquid-crystal-television-screens.;197-207;26
1;Quantification of colour stimuli through the calculation of CIE chromaticity coordinates and luminance data for application to in situ colorimetry studies of electrochromic materials.;35-44;32
1;High colour rendering index white organic light-emitting devices with three emitting layers.;327-332;29
1;Stereoscopic 3D displays and human performance: A comprehensive review.;18-26;35
1;Virtual reality induced symptoms and effects (VRISE): Comparison of head mounted display (HMD), desktop and projection display systems.;58-69;29
1;The dependence of the thermal characteristics variation and image sticking phenomenon of PDP on the dielectric loss.;249-253;32
1;The reduction of driving voltage in organic light-emitting devices by inserting step barrier layer.;119-122;30
1;A real-time image processor with combining dynamic contrast ratio enhancement and inverse gamma correction for PDP.;133-139;30
1;Enhancement of the light output of GaN-based light-emitting diodes using surface-textured indium-tin-oxide transparent ohmic contacts.;254-259;29
1;"Electroluminescent properties of poly[N, N^f8242;-bis(4-butylphenyl)-N, N^f8242;-bis(phenyl)benzidine] doped with 1, 3, 5-Tris(1-phenyl-1H-benzimidazol-2-yl)benzene.";32-37;38
1;Synthesis of SrAl;41-44;29
1;The impact of video characteristics and subtitles on visual comfort of 3D TV.;8-16;34
1;A blue organic light emitting diodes with graded junction.;365-368;29
1;Frequency-dependent light emission and extinction of electroluminescent ZnS: Cu phosphor.;112-117;28
1;Influence of interlayer on the performance of phosphorescent white organic light-emitting devices.;142-145;33
1;Effects of computer icons and figure/background area ratios and color combinations on visual search performance on an LCD monitor.;237-242;29
1;Influence of ball milling parameters on blue phosphor for cathode ray tube.;316-322;29
1;A high resolution Poly-Si TFT-LCD employing analog sample and hold driver.;497-501;29
1;Simulating time-to-contact when both target and observer are in motion.;59-66;31
1;The influence of polarized 3D display on autonomic nervous activities.;196-201;35
1;Blue solid state cathodoluminescence of ZnSe.;432-435;29
1;Integration of polymer-dispersed liquid crystal composites with conducting polymer thin films toward the fabrication of flexible display devices.;101-104;28
1;Visualizing complex processes on large screen displays: Design principles based on the Information Rich Design concept.;215-222;34
1;Change of the observed binocular disparity of the moving 3D object in 3D technology based on the time-division.;98-102;33
1;A new COP bonding using non-conductive adhesives for LCDs driver IC packaging.;130-135;27
1;Super multi-view and holographic displays using MEMS devices.;19-24;37
1;Novel carbazole/anthracene hybrids for efficient blue organic light-emitting diodes.;447-451;34
1;The effects of display delay on simulator sickness.;159-168;32
1;Empirical comparison of image retrieval color similarity methods with human judgment.;260-267;29
1;Fusion of visible and infrared imagery for night color vision.;191-196;26
1;Reliability of MEMS: A perspective on failure mechanisms, improvement solutions and best practices at development level.;62-71;37
1;"Manipulation image processing algorithmic technology to realize 1.8"" RGBW transflective TFT-LCDs with adjustable colour gamut.";526-535;29
1;Comparative color gamut analysis of xvYCC standard.;376-385;29
1;Perceptual thresholds for display lag in a real visual environment are not affected by field of view or psychophysical technique.;143-149;31
1;Eliminating optical bounce of homeotropic liquid crystal cells with sputtered silicon dioxide alignment films by rubbing treatment.;244-248;32
1;Optical bounce in a multi-domain vertical aligned liquid crystal display.;199-201;30
1;Measurement of minimum angle of resolution (MAR) for the spatial grating consisting of lines of two colors.;44-49;38
1;Effects of bending curvature and ambient illuminance on the visual performance of young and elderly participants using simulated electronic paper displays.;36-41;33
1;LED projector with two liquid crystal on silicon light valves and a fly's eye integrator.;464-470;29
1;The interlaced/progressive scan method to reduce the switching noise caused by data pulse in a plasma display.;105-111;28
1;Transmission and reflection dual operational mode MEMS display device.;11-18;37
1;Increasing social presence of social actors in e-learning environments: Effects of dynamic and static emoticons on children.;174-180;28
1;Effects of screen resolution and column ratio on search performance and subjective preferences.;28-35;33
1;Colorizing single band intensified nightvision images.;15-21;26
1;Reading Chinese text on a small screen with RSVP.;103-108;26
1;Red emitting MTiO;346-351;34
1;Effects of bending curvature and text/background color-combinations of e-paper on subjects' visual performance and subjective preferences under various ambient illuminance conditions.;161-166;28
1;Quantitative analysis of time-course development of motion sickness caused by in-vehicle video watching.;90-97;35
1;White organic light-emitting diodes with improved performance using phosphorescent sensitizer and ultrathin fluorescent emitter.;123-127;30
1;Effects of the single and double (overlap) scanned excimer laser annealing on solid phase crystallized silicon films.;9-12;36
1;Surface treatment of molybdenum oxide for performance improvement of organic light emitting diodes.;139-142;31
1;White organic light-emitting devices with a solution-processed small molecular emission layer.;129-132;33
1;Evaluating and improving color washout of vertical aligned liquid crystal display.;159-164;35
1;Formation of high-purity organic thin films by gas flow deposition and the effect of impurities on device characteristics.;418-422;34
1;Analysis of luminance variation with display load and display pattern in AC-plasma display panels.;9-14;31
1;Non-doped red emission: A solution for bias-independent red emission.;541-544;29
1;Effect of PEDOT: PSS vs. MoO;171-175;35
1;A low damage GaN-based light-emitting diode with textured/inclined sidewalls and an air-buffer layer.;111-114;31
1;Design of non-polarizing color splitting filters used for projection display system.;65-70;26
1;Nondestructive defect inspection for LCDs using optical coherence tomography.;325-329;32
1;120 Hz low cross-talk stereoscopic display with intelligent LED backlight enabled by multi-dimensional controlling IC.;148-154;30
1;Efficient organic light-emitting diodes with C;23-26;30
1;Tactile displays: Overview and recent advances.;185-194;29
1;Improvement of brightness and efficiency in organic light-emitting diodes using 1, 3-bis(4-tert-butylphenyl-1, 3, 4-oxadiazoyl) phenylene as the hole buffer layer.;31-34;28
1;Ergonomics recommendations for simultaneous and delayed presentation of visual and auditory signals.;124-131;29
1;Biologically-inspired heuristics for human-like walking trajectories toward targets and around obstacles.;105-113;34
1;Perception of surfaces from line drawings.;1-7;28
1;A pointer device for TFT display screens that determines position by detecting colours on the display using a colour sensor and an Artificial Neural Network.;84-96;30
1;Electrochemically-switchable emission and absorption by using luminescent Lanthanide(III) complex and electrochromic molecule toward novel display device with dual emissive and reflective mode.;389-395;34
1;Reduction of spatially non-uniform 3D crosstalk for stereoscopic display using shutter glasses.;136-141;33
1;Eliciting situated feedback: A comparison of paper, web forms and public displays.;27-37;35
1;Adapting to virtual environments: Visual-motor skill acquisition versus perceptual recalibration.;152-158;29
1;Effect of character size and lighting on legibility of electronic papers.;10-17;29
1;Medical device displays: Special issue editorial.;195;33
1;Visual fatigue caused by viewing stereoscopic motion images: Background, theories, and observations.;106-116;29
1;Evaluation of temporal relationship between a physiological index and a subjective score using average mutual information.;201-208;32
1;New 3-D display that can display 3-D images at long distances and that can control their 3-D positions using changing size as a cue to depth perception.;213-219;35
1;The effects of 0.2 Hz varying latency with 20-100 ms varying amplitude on simulator sickness in a helmet mounted display.;1-8;36
1;Applying the concept of Information Mass in cognizing difficulty of Chinese word strings.;219-236;29
1;Louvers design for LED displays for sunny days.;167-173;28
1;Characterization and optimization to improve uneven surface on MEMS bridge fabrication.;54-61;37
1;Visual performance and fatigue in reading vibrating numeric displays.;386-392;29
1;A novel driver for active matrix electrowetting displays.;86-93;37
1;Display configurations in a small footprint clinical driving simulator.;196-205;33
1;Small molecules with pyridine backbone modified with carbazole, fluorine and bromine for white light-emitting diode applications.;320-325;34
1;Hollow-core polymeric nanoparticles for the enhancement of OLED outcoupling efficiency.;72-78;37
1;Viewer experience with stereoscopic 3D television in the home.;252-260;35
1;Doping effect of Ir(ppy);74-78;35
1;Measurement of multiple JNDs for developing Mura ranking standards in LCD.;274-283;32
1;Improved efficiency and lifetime for green phosphorescent organic light-emitting diodes using charge control layer.;79-83;35
1;Etendue analysis and measurement of light source with elliptical reflector.;56-61;27
1;Hybrid crystals based on thiophene/phenylene co-oligomers.;442-446;34
1;Cortical responses to congruent and incongruent stereo cues for objects on a collision path with the observer.;114-119;34
1;A framework of perceptual quality assessment on LCD-TV.;35-43;28
1;Measurement of the mechanical properties of brightness enhancement films (BEFs) for LCDs by optical interferometry.;140-146;30
1;Formation of the overcoat layer and column spacer for TFT-LCD using capillary force lithography.;82-86;31
1;Chromatic-stable white organic light-emitting devices incorporating red color conversion layers.;168-171;33
1;Single emitting layer white organic light-emitting device with high color stability to applied voltage.;187-190;27
1;Design guidance of backlight optic for improvement of the brightness in the conventional edge-lit LCD backlight.;87-92;31
1;Red-colored products enhance the attractiveness of women.;202-205;35
1;Colour characterization of handheld game console displays.;205-209;31
1;Accommodation, cognition, and virtual image displays: A review of the literature.;45-59;28
1;Steady state current in EPIDs.;35-38;27
1;Wide-viewing angle twisted-vertical alignment liquid crystal cells without disclination lines.;210-215;31
1;Geometrical considerations on the directivity of reflected light from a paraboloidal mirror.;55-64;26
1;Characteristics of habituation to motion in a virtual environment.;117-123;29
1;Effects of display method, text display rate and observation angle on comprehension performance and subjective preferences for reading Chinese on an LED display.;371-379;34
1;Synthesis and characterization of some 5-coordinated aluminum-8-hydroxyquinoline derivatives for OLED applications.;351-357;29
1;Effects of ambient illumination conditions and background color on visual performance with TFT-LCD screens.;276-282;34
1;Highly efficient styrylamine-doped blue and white organic electroluminescent devices.;186-190;28
1;Optic flow and geometric field of view in a driving simulator display.;145-149;28
1;How visual background motion and task difficulty modulate players' performance in a shooting task.;1-8;38
1;Visually induced motion sickness: Single- versus dual-axis motion.;175-180;32
1;Effect of MgZnO-bilayer/BA-CH;437-441;34
1;Screen-printing fabrication of electrowetting displays based on poly(imide siloxane) and polyimide.;79-85;37
1;The enhancement of the BRCR (Bright Room Contrast Ratio) in a plasma display panel.;175-180;31
1;A high-brightness diffractive stereoscopic display technology.;169-174;31
1;Usability study of text-based CAPTCHAs.;81-86;32
1;MEMS based fiber optical microendoscopes.;41-53;37
1;The improvement of the driving waveform for high-speed addressing.;202-208;29
1;Design of reflective projection lens with Zernike polynomials surfaces.;412-417;29
1;Inverse error-diffusion using iterated conditional modes.;175-184;30
1;Compact LED projector with tapered light pipes for moderate light output applications.;117-123;27
1;Luminance contrast and the visual span during visual target localization.;27-32;34
1;3D whole body scanners revisited.;270-275;34
1;Assessing comfortable 3D visual environment based on human factors.;75;33
1;Patterning cathode for organic light-emitting diode by pulsed laser ablation.;536-540;29
1;"Luminescent properties of europium and terbium complexes with 2^f8242;-hydroxy-4^f8242;, 6^f8242;-dimethoxyacetophenone.";116-121;31
1;Film thickness influence of dual iridium complex ultrathin layers on the performance of nondoped white organic light-emitting diodes.;87-91;32
1;Enhanced luminescence of GaN-based light-emitting diodes by selective wet etching of GaN/sapphire interface using direct heteroepitaxy laterally overgrowth technique.;96-99;32
1;Colour management system for displaying microscope images.;214-220;33
1;Ultraviolet embossed alignment layers having patterned spacers for flexible liquid crystal display.;478-481;29
1;Navigating virtual mazes: The benefits of audiovisual landmarks.;110-117;35
1;A random grid-based cyclic access structure VSS scheme for multiple secret images.;380-387;34
1;A visual display enhancing comfort by counteracting airsickness.;194-200;32
1;The effects of panel arrangement on search performance.;254-260;32
1;The effect of organic multi-layer periodic structure on carrier balance based on OLEDs.;408-411;29
1;Stimulus duration thresholds for reading numerical time information: Effects of visual size and number of time units.;30-33;36
1;A theory on visually induced motion sickness.;47-57;29
1;Bright red-to-yellow organic light-emitting devices based on polarization-induced spectral shifts and broadening.;185-189;26
1;Red light emission from hybrid organic/inorganic quantum dot AC light emitting displays.;92-96;28
1;Synthesis and luminescence of red MEH-PPV: P3OT polymer.;214-218;29
1;The synthesis and electrochemical properties of anodic electrochromic materials phenothiazine derivatives and their electrochromic devices.;150-154;31
1;The relationship between the barrier-rib height of AC-PDP and address discharge characteristics.;62-68;27
1;A low-power scan driver employing IZO TFTs including an AC-DC type output module.;93-99;38
1;Demonstration of color filters for OLED display based on extraordinary optical transmission through periodic hole array on metallic film.;308-312;32
1;Study of polarization state of the transmitted light through the cholesteric liquid crystal.;195-198;30
1;Effect of Mn;143-146;26
1;Just noticeable difference in black level, white level and chroma for natural images measured in two different countries.;25-34;31
1;The tolerance range of binocular disparity on a 3D display based on the physiological characteristics of ocular accommodation.;44-48;30
1;Motion adaptive deblurring filter for LCD.;27-31;30
1;Effect of strategic accommodation training by wide stereoscopic movie presentation on myopic young people of visual acuity and asthenopia.;219-224;32
1;Advanced MEMS-based technologies and displays.;2-10;37
1;Enhanced user performance in an image gallery application with a mobile autostereoscopic touch display.;152-158;35
1;Limitations of visual gamma corrections in LCD displays.;227-239;35
1;MEMS optical switches and interconnects.;33-40;37
1;The phase separation of polymer blends doped with low concentration probed by transient electroluminescence.;45-49;27
1;"""Secondary doping"" methods to significantly enhance the conductivity of PEDOT: PSS for its application as transparent electrode of optoelectronic devices.";423-436;34
1;Impedance analysis and equivalent circuit of an all-plastic viologen based electrochromic device.;401-407;29
1;Quantum well organic light emitting diodes with ultra thin Rubrene layer.;97-100;28
1;Enhancement of red fluorescence and afterglow in CaWO;334-340;34
1;"A special issue of Displays on ""9th International Conference on Electroluminescence & Organic Optoelectronics (ICEL2012)"".";388;34
1;IZO deposition by RF and DC sputtering on paper and application on flexible electrochromic devices.;326-333;34
1;A study of image contrast restriction in displays using diffractive spatial light modulators.;15-24;31
1;Mid-infrared characterization of thiophene-based thin polymer films.;399-405;34
1;Turn-on voltage reduction of organic light-emitting diode using a nickel-doped indium tin oxide anode prepared by single target sputtering.;268-272;29
1;Minimum amount of time required to retrieve peripheral numeric information in augmented-reality systems using a colour sequential DLP display.;85-91;28
1;Minimum ambient illumination requirement for legible electronic-paper display.;8-16;32
1;Development of a new automatic gamma control system for mobile LCD applications.;393-400;29
1;Towards nanoscale molecular switch-based liquid crystal displays.;293-300;34
1;The viewing angle dependency in the presence of wide field image viewing and its relationship to the evaluation indices.;80-89;27
1;Evaluation of TFT-LCD defects based on human visual perception.;1-16;30
1;Efficient vector-oriented graphic drawing method for laser-scanned display.;97-106;30
1;Effects of anti-glare surface treatment, ambient illumination and bending curvature on legibility and visual fatigue of electronic papers.;25-32;29
1;Simulations of pixel moirés in the liquid crystal display with image processing technique.;190-194;30
1;Comparison of gender differences in young people's blog interface preferences and designs.;119-128;33
1;Color combination and exposure time on legibility and EEG response of icon presented on visual display terminal.;33-38;34
1;Effect of alkali metal ions co-doping on the structure and luminescent properties of phosphor Zn;341-345;34
1;The influence of line spacing and text alignment on visual search of web pages.;60-67;28
1;Legibility and visual fatigue affected by text direction, screen size and character size on color LCD e-reader.;49-58;34
1;Effects of discomfort glare on performance in attending peripheral visual information in displays.;240-246;35
1;Single cell magnetorheological fluid based tactile display.;29-35;26
1;Shape change of Ag electrode with shrinkage difference between electrode and dielectric in PDP.;345-350;29
1;MEMS-based tactile displays.;25-32;37
1;The effects of device structure on the performances of distyrylbiphenyl compounds based organic light emitting diodes.;55-61;33
1;Improved field emission characteristics of screen-printed CNT-FED cathode by interfusing Fe/Ni nano-grains.;114-118;30
1;Colorimetric color reproduction framework for screen relaxation of projection display.;313-319;32
1;Lighting, font style, and polarity on visual performance and visual fatigue with electronic paper displays.;53-58;30
1;Internal and external fields of view affect cybersickness.;169-174;32
1;Ergonomic evaluation of a field-sequential colour projection system.;132-137;29
1;Influence of CuSn thickness on the work function and optoelectrical properties of ZnO/CuSn/ZnO multilayer films.;155-159;31
1;An in situ colorimetric measurement study of electrochromism in the di-n-heptyl viologen system.;424-431;29
1;Investigation of starburst phenomenon using ray tracing for touch screen panels.;141-146;35
1;ClearType sub-pixel text rendering: Preference, legibility and reading performance.;138-151;29
1;A novel red organic light-emitting diode with ultrathin DCJTB and Rubrene layers.;92-95;32
1;Organic light-emitting diodes with improved hole-electron balance and tunable light emission with aromatic diamine/bathocuproine multiple hole-trapping-layer.;166-169;27
1;Viewing angle dependency of visually-induced motion sickness in viewing wide-field images by subjective and autonomic nervous indices.;90-99;29
1;Effect of 2+2 dynamic drive scheme on electro-optical characteristics in cholesteric liquid crystal displays.;39-44;27
1;A study on the cognitive of complexity and difficulty of chinese characters when reading and recognizing.;8-25;28
1;Compressed file length predicts search time and errors on visual displays.;71-78;26
1;Effects of stereoscopic movies: The positions of stereoscopic objects and the viewing conditions.;59-65;35
1;Analysis of thermo-physical and optical properties of a diffuser using PET/PC/PBT copolymer in LCD backlight units.;37-43;26
1;High optical density and low dielectric constant black matrix containing graphene oxide and carbon black on color filters.;192-199;34
1;Visual-haptic feedback interaction in automotive touchscreens.;7-16;33
1;Human factors in computer simulations of urban environment. Differences between architects and non-architects' assessments.;126-140;35
1;The preferences of young children for images used in dynamic graphical interfaces in computer-assisted English vocabulary learning.;147-152;26
1;Development and comparison of a full-scale car display and communication system by applying Augmented Reality.;33-40;29
1;A model for qualitative colour comparison using interval distances.;250-257;34
1;Stereoscopic projector for polarized viewing with extended color gamut.;73-81;31
1;Efficient co-doped white organic light-emitting diodes with high color stability and color rendering index.;320-324;32
1;Assessing stereo blindness and stereo acuity on digital displays.;206-212;35
1;Usability evaluation of E-books.;49-52;30
1;Transparent electrodes based on conducting polymers for display applications.;301-314;34
1;Spatial S-R compatibility of visual and auditory signals: implications for human-machine interface design.;109-119;26
1;Versatile energy recovery circuit for driving AC plasma display panel with single sustain circuit board.;153-160;27
1;The effects of D;23-28;26
1;Direct-touch vs. mouse input for navigation modes of the web map.;261-267;32
1;Attention and intended action in multitasking: An understanding of cognitive workload.;283-291;34
1;Giant-grain silicon (GGS) and its application to stable thin-film transistor.;137-142;26
1;Improved electrophosphorescence efficiency for organic light-emitting diodes using the cohost with stepwise blending profile.;128-131;31
1;Multilayer cathode for organic light-emitting devices.;323-326;29
1;Bipolar drive waveform for long-gap high-Xe plasma display panels.;67-72;31
1;Effects of dynamic display, presentation method, speed, and task type on reading comprehension of wristwatch screens.;471-477;29
1;"Editorial for Special Issue on ""Advanced MEMS-based Technologies and Displays"".";1;37
1;Overlapped sustain waveform for improving recovery characteristics of temporal bright image sticking in ac-plasma display panels.;113-118;33
